,eng,aii
,"Then he said unto me, Lo, I have given thee cow's dung for man's dung, and thou shalt prepare thy bread therewith.",ܘܐ݇ܡܸܪܹܗ ܐܸܠܝܼ ܚܙܝܼ ܝܸܗ݇ܒ݂ܸܠܝܼ ܐܸܠܘܼܟ݂ ܙܸܒ݂ܠܵܐ ܕܬܵܘܪܵܐ ܚܠܵܦ ܙܸܒܠܵܐ ܕܒܲܪܢܵܫܵܐ ܘܥܵܒ݂ܕܸܬ ܠܲܚܡܘܼܟ݂ ܥܲܠܵܝ.
,"Moreover he said unto me, Son of man, behold, I will break the staff of bread in Jerusalem: and they shall eat bread by weight, and with care; and they shall drink water by measure, and with astonishment:",ܘܐ݇ܡܸܪܹܗ ܐܸܠܝܼ ܒܲܪܢܵܫܵܐ ܃ ܗܵܐ ܐܵܢܵܐ ܒܸܬܒ݂ܵܪܵܐ ܝܘܸܢ ܚܘܼܛܪܵܐ ܕܠܲܚܡܵܐ ܓܵܘ ܐܘܿܪܸܫܠܸܡ ܘܒܸܕ ܐܵܟ݂ܠܝܼ ܠܲܚܡܵܐ ܒܬܩܘܼܠܬܵܐ ܘܒܸܙܕܘܿܥܬܵܐ ܘܡ̈ܝܼܵܐ ܘܒܟܝܘܼܠܵܐ ܘܪܓܘܼܕܵܐ ܒܸܕ ܫܵܬܝܼ.
,"That they may want bread and water, and be astonied one with another, and consume away for their iniquity.",ܩܵܐ ܕܒܵܨܪܝܼ ܠܲܚܡܵܐ ܘܡ̈ܝܼܵܐ ܦܵܝܫܝܼ ܡܚ̈ܝܼܠܹܐ ܐ݇ܢܵܫܵܐ ܘܐܲܚܘܿܢܘܼܗܝ ܘܦܵܫܪܝܼ ܒܥܵܘܠܵܝ.
,"And thou, son of man, take thee a sharp knife, take thee a barber's razor, and cause it to pass upon thine head and upon thy beard: then take thee balances to weigh, and divide the hair.",ܘܐܲܢ݇ܬ ܒܲܪܢܵܫܵܐ ܫܩܘܿܠ ܠܘܼܟ݂ ܣܲܝܦܵܐ ܚܲܪܝܼܦܵܐ ܐܲܝܟ݂ ܡܲܓܪܵܥܬܵܐ ܕܓܲܪ̈ܥܵܢܹܐ ܫܵܩܠܸܬ ܠܵܗ̇ ܐܸܠܘܼܟ݂ ܘܡܲܥܒ݂ܸܪܸܬ ܠܵܗ̇ ܥܲܠ ܪܹ̈ܫܘܼܟ݂ ܘܥܲܠ ܕܸܩܢܘܼܟ݂ ܘܫܵܩܠܸܬ ܠܘܼܟ݂ ܡܲܣܲܐܬܵܐ ܕܬܩܘܼܠܬܵܐ ܘܦܲܠܸܓ݂݇ܬ ܠܗ݇ܘܿܢ.
,"Thou shalt burn with fire a third part in the midst of the city, when the days of the siege are fulfilled: and thou shalt take a third part, and smite about it with a knife: and a third part thou shalt scatter in the wind; and I will draw out a sword after them.",ܬܠܝܼܬܵܝܵܐ ܒܢܘܼܪܵܐ ܡܲܩܕܸܬ ܒܓܵܘܵܐ ܕܡܕܝܼܢ݇ܬܵܐ ܟܲܕ ܬܲܡܸܡܝܼ ܝܵܘܡܵܢܹ̈ܐ ܕܟܪܝܼܟ݂ܘܼܬܵܐ ܘܫܵܩܠܸܬ ܬܠܝܼܬܵܝܵܐ ܡܵܚܹܝܬ ܒܣܲܝܦܵܐ ܚܵܕܸܪ̈ܘܵܢܘܿܗ̇ ܘܬܠܝܼܬܵܝܵܐ ܕܲܪܹܝܬ ܠܦܵܘܚܵܐ: ܘܣܲܝܦܵܐ ܒܸܕ ܓܵܪܫܸܢ ܒܵܬ݇ܪܵܝ.
,"Thou shalt also take thereof a few in number, and bind them in thy skirts.",ܘܫܵܩܠܸܬ ܡ̣ܢ ܬܲܡܵܢ ܩܲܠܝܼܠ ܒܡܸܢܝܵܢܵܐ ܘܐܵܣܪܸܬ ܠܗ݇ܘܿܢ ܒܸܫܦܘܿܠܘܼ̈ܟ݂.
,"Then take of them again, and cast them into the midst of the fire, and burn them in the fire; for thereof shall a fire come forth into all the house of Israel.",ܘܡܸܢܵܝ ܡܸܢ݇ܕܪܹܫ݇ ܫܵܩܠܸܬ ܘܕܵܪܹܝܬ ܠܗ݇ܘܿܢ ܓܵܘ ܢܘܼܪܵܐ ܘܡܲܩܕܸܬ ܠܗ݇ܘܿܢ ܒܢܘܼܪܵܐ: ܡܸܢܹܗ ܒܸܕ ܦܵܠܛܵܐ ܢܘܼܪܵܐ ܠܟܠܹܗ ܒܹܝܬ ܝܑܼܣܪܵܐܹܝܠ.
,"And she hath changed my judgments into wickedness more than the nations, and my statutes more than the countries that are round about her: for they have refused my judgments and my statutes, they have not walked in them.",ܘܫܘܼܚܠܸܦܠܵܗ̇ ܕܝܼܢ̈ܝܼ ܠܒܝܼܫܘܼܬܵܐ ܛܵܒ݂ ܡ̣ܢ ܥܲܡܡܹ̈ܐ ܘܩܵܢܘܿܢ̈ܝܼ ܛܵܒ݂ ܡ̣ܢ ܐܲܪ̈ܥܵܬܹܐ ܕܚܵܕܸܪ̈ܘܵܢܘܿܗ̇ ܒܗ̇ܝ ܕܠܕܝܼܢ̈ܝܼ ܡܘܼܣܠܹܠܘܿܢ ܘܩܵܢܘܿܢ̈ܝܼ ܠܵܐ ܚܕܸܪܘܿܢ ܒܝܼܵܝ.
,"Therefore thus saith the Lord GOD; Because ye multiplied more than the nations that are round about you, and have not walked in my statutes, neither have kept my judgments, neither have done according to the judgments of the nations that are round about you;",ܒܘܼܬ ܐܵܗܵܐ ܗܵܕܟ݂ܵܐ ܒܹܐ݇ܡܵܪܵܐ ܝܠܹܗ ܡܵܪܝܵܐ ܐܲܠܵܗܵܐ ܃ ܒܗ̇ܝ ܕܫܓ݂ܸܫܠܵܘܟ݂ܘܿܢ ܛܵܒ݂ ܡ̣ܢ ܥܲܡܡܹ̈ܐ ܕܚܵܕܸܪ̈ܘܵܢܵܘܟ݂ܘܿܢ ܃ ܘܒܩܵܢܘܿܢ̈ܝܼ ܠܵܐ ܚܕܸܪܵܘܟ݂ܘܿܢ ܘܕܝܼܢ̈ܝܼ ܠܵܐ ܥܒ݂ܸܕܠܵܘܟ݂ܘܿܢ ܘܐܲܝܟ݂ ܕܝܼܢܹ̈ܐ ܕܥܲܡܡܹ̈ܐ ܕܚܵܕܸܪ̈ܘܵܢܵܘܟ݂ܘܿܢ ܠܵܐ ܥܒ݂ܸܕܠܵܘܟ݂ܘܿܢ.
,"Therefore thus saith the Lord GOD; Behold, I, even I, am against thee, and will execute judgments in the midst of thee in the sight of the nations.",ܒܘܼܬ ܐܵܗܵܐ ܗܵܕܟ݂ܵܐ ܒܹܐ݇ܡܵܪܵܐ ܝܠܹܗ ܡܵܪܝܵܐ ܐܲܠܵܗܵܐ: ܗܵܐ ܐܵܢܵܐ ܥܲܠܵܟ݂ܝ ܃ ܘܒܸܕ ܥܵܒ݂ܕܸܢ ܒܓܵܘܵܟ݂ܝ ܕܝܼܢܹ̈ܐ ܩܲܕ݇ܡ ܥܲܝܢܹ̈ܐ ܕܥܲܡܡܹ̈ܐ.
,"And I will do in thee that which I have not done, and whereunto I will not do any more the like, because of all thine abominations.",ܘܒܸܕ ܥܵܒ݂ܕܸܢ ܒܝܼܵܟ݂ܝ ܠܗ̇ܘ ܕܠܵܐ ܥܒ݂ܸܕܠܝܼ ܘܠܗ̇ܘ ܕܠܹܐ ܥܵܒ݂ܕܸܢ ܐܲܝܟ݂ ܕܝܹܗ ܡܸܢ݇ܕܪܹܫ݇ ܒܘܼܬ ܟܠܵܝ ܛܲܡܐܘܵܬܵܟ݂̈ܝ.
,"Therefore the fathers shall eat the sons in the midst of thee, and the sons shall eat their fathers; and I will execute judgments in thee, and the whole remnant of thee will I scatter into all the winds.",ܒܘܼܬ ܐܵܗܵܐ ܐܲܒ݂ܵܗܹ̈ܐ ܒܸܕ ܐܵܟ݂ܠܝܼ ܒܢܘܿܢܵܝ̈ ܒܓܵܘܵܟ݂ܝ ܃ ܘܒܢܘܿܢܹ̈ܐ ܒܸܕ ܐܵܟ݂ܠܝܼ ܐܲܒ݂ܵܗܵܝ̈ ܃ ܘܒܸܕ ܥܵܒ݂ܕܸܢ ܒܝܼܵܟ݂ܝ ܕܝܼܢܹ̈ܐ ܘܒܸܕ ܒܲܕܪܸܢ ܟܠܹܗ ܫܲܪ̈ܟܵܟ݂ܝ ܠܟܠ ܦܵܘܚܵܐ.
,"Wherefore, as I live, saith the Lord GOD; Surely, because thou hast defiled my sanctuary with all thy detestable things, and with all thine abominations, therefore will I also diminish thee; neither shall mine eye spare, neither will I have any pity.",ܒܘܼܬ ܐܵܗܵܐ ܚܲܝܵܐ ܝܘܸܢ ܐܵܢܵܐ ܒܹܐ݇ܡܵܪܵܐ ܝܠܹܗ ܡܵܪܝܵܐ ܐܲܠܵܗܵܐ ܃ ܒܗ̇ܝ ܕܠܡܲܩܕܫܝܼ ܥܒ݂ܸܕܠܵܟ݂ܝ ܛܲܡܐܵܐ ܒܟܠܵܝ ܛܲܢܦܘܵܬܵܟ݂̈ܝ ܘܒܟܠܵܝ ܛܲܡܐܘܵܬܵܟ݂̈ܝ ܃ ܐܵܦ ܐܵܢܵܐ ܒܸܕ ܩܵܛܥܸܢ ܘܠܹܐ ܡܚܵܒܢܵܐ ܥܲܝܢܝܼ ܘܐܵܦ ܐܵܢܵܐ ܠܹܐ ܥܲܒ݂ܕܸܢ ܪ̈ܲܚܡܹܐ.
,"A third part of thee shall die with the pestilence, and with famine shall they be consumed in the midst of thee: and a third part shall fall by the sword round about thee; and I will scatter a third part into all the winds, and I will draw out a sword after them.",ܚܲܕ݇ ܬܠܝܼܬܵܝܵܟ݂ܝ ܒܡܵܘܬܵܢܵܐ ܒܸܕ ܡܵܝܬܝܼ ܘܒܟܸܦܢܵܐ ܒܸܕ ܬܵܝܡܝܼ ܒܓܵܘܵܟ݂ܝ ܃ ܘܚܲܕ݇ ܬܠܝܼܬܵܝܵܐ ܒܣܲܝܦܵܐ ܒܸܕ ܢܵܦܠܝܼ ܚܵܕܸܪ̈ܘܵܢܵܟ݂ܝ ܃ ܘܚܲܕ݇ ܬܠܝܼܬܵܝܵܐ ܠܟܠ ܦܵܘܚܵܐ ܒܸܕ ܒܲܕܪܸܢܘܿܢ ܘܣܲܝܦܵܐ ܒܸܕ ܓܵܪܫܸܢ ܒܵܬ݇ܪܵܝ.
,"Thus shall mine anger be accomplished, and I will cause my fury to rest upon them, and I will be comforted: and they shall know that I the LORD have spoken it in my zeal, when I have accomplished my fury in them.",ܘܒܸܕ ܬܲܡܸܡ ܪܘܼܓ݂ܙܝܼ ܃ ܘܒܸܕ ܡܲܢܝܸܚܸܢ ܚܸܡܬܝܼ ܒܝܼܵܝ ܃ ܘܒܸܕ ܦܵܝܫܸܢ ܝܸܗ݇ܒ݂ܵܐ ܠܸܒܵܐ ܃ ܘܒܸܕ ܝܵܕܥܝܼ ܕܐܵܢܵܐ ܝܘܸܢ ܡܵܪܝܵܐ ܕܗܘܼܡܙܸܡܠܝܼ ܒܸܛܢܵܢܝܼ ܟܲܕ ܬܲܡܸܡܸܢ ܚܸܡܬܝܼ ܒܝܼܵܝ.
,"Moreover I will make thee waste, and a reproach among the nations that are round about thee, in the sight of all that pass by.",ܘܒܸܕ ܝܵܗ݇ܒ݂ܸܢܵܟ݂ܝ ܠܚܪܵܒ݂ܵܐ ܘܠܠܵܘܡܵܐ ܓܵܘ ܥܲܡܡܹ̈ܐ ܕܚܵܕܸܪ̈ܘܵܢܵܟ݂ܝ ܩܲܕ݇ܡ ܥܲܝܢܹ̈ܐ ܕܟܠ ܥܵܒ݂ܘܿܪܵܐ.
,"So it shall be a reproach and a taunt, an instruction and an astonishment unto the nations that are round about thee, when I shall execute judgments in thee in anger and in fury and in furious rebukes. I the LORD have spoken it.",ܘܒܸܕ ܗܵܘܝܵܐ ܠܝܵܡܬܵܐ ܘܠܓܘܼܕܵܦܵܐ ܃ ܘܠܡܲܪܕܘܼܬܵܐ ܠܥܲܡܡܹ̈ܐ ܕܚܵܕܸܪ̈ܘܵܢܵܟ݂ܝ ܃ ܟܲܕ ܥܵܒ݂ܕܸܢ ܒܝܼܵܟ݂ܝ ܕܝܼܢܹ̈ܐ ܒܪܘܼܓ݂ܙܵܐ ܘܒܚܸܡܬܵܐ ܘܒܡܲܢܟܲܣܬܵܐ ܕܚܸܡܬܵܐ ܃ ܐܵܢܵܐ ܡܵܪܝܵܐ ܗܘܼܡܙܸܡܠܝܼ.
,"When I shall send upon them the evil arrows of famine, which shall be for their destruction, and which I will send to destroy you: and I will increase the famine upon you, and will break your staff of bread:",ܟܲܕ ܫܲܕܪܸܢ ܥܲܠܵܘܟ݂ܘܿܢ ܓܹܐܪܹ̈ܐ ܒܝܼܫܹ̈ܐ ܕܟܸܦܢܵܐ ܕܗܵܘܝܼ ܠܡܲܚܪܘܼܒܹܐ ܃ ܕܫܲܕܪܸܢܘܿܢ ܠܡܲܚܪܘܼܒ݂ܵܘܟ݂ܘܿܢ ܃ ܘܟܸܦܢܵܐ ܒܸܕ ܡܲܙܝܸܕܸܢ ܥܲܠܵܘܟ݂ܘܿܢ ܘܒܸܕ ܬܵܒ݂ܪܸܢ ܐܸܠܵܘܟ݂ܘܿܢ ܚܘܼܛܪܵܐ ܕܠܲܚܡܵܐ.
,"So will I send upon you famine and evil beasts, and they shall bereave thee: and pestilence and blood shall pass through thee; and I will bring the sword upon thee. I the LORD have spoken it.",ܘܒܸܕ ܫܲܕܪܸܢ ܥܲܠܵܘܟ݂ܘܿܢ ܟܸܦܢܵܐ ܘܚܲܝܘܬܵܐ ܒܝܼܫܬܵܐ ܘܒܸܕ ܛܲܠܩܝܼܠܵܘܟ݂ܘܿܢ ܃ ܘܡܵܘܬܵܢܵܐ ܘܕܸܡܵܐ ܒܸܕ ܥܵܒ݂ܹܪ ܓܵܘܵܘܟ݂ܘܿܢ ܘܣܲܝܦܵܐ ܒܸܕ ܡܲܝܸܬ݇ܢ ܥܲܠܵܘܟ݂ܘܿܢ: ܐܵܢܵܐ ܡܵܪܝܵܐ ܗܘܼܡܙܸܡܠܝܼ.
,"And the word of the LORD came unto me, saying,",ܘܗܘܹܠܹܗ ܚܲܒܪܹܗ ܕܡܵܪܝܵܐ ܐܸܠܝܼ ܒܹܐ݇ܡܵܪܵܐ:
,"Son of man, set thy face toward the mountains of Israel, and prophesy against them,",ܒܲܪܢܵܫܵܐ ܡܲܬܸܒ݂ ܦܲܐܬܘܼܟ݂ ܥܲܠ ܛܘܼܪܹ̈ܐ ܕܝܼܣܪܵܐܹܝܠ ܘܢܲܒܝܼ ܥܲܠܵܝ.
,"And say, Ye mountains of Israel, hear the word of the Lord GOD; Thus saith the Lord GOD to the mountains, and to the hills, to the rivers, and to the valleys; Behold, I, even I, will bring a sword upon you, and I will destroy your high places.",ܘܐܵܡܪܸܬ ܛܘܼܪܹ̈ܐ ܕܝܑܼܣܪܵܐܹܝܠ ܃ ܫܡܹܥܡܘܼܢ ܚܲܒܪܹܗ: ܕܡܵܪܝܵܐ ܐܲܠܵܗܵܐ ܃ ܗܵܕܟ݂ܵܐ ܒܹܐ݇ܡܵܪܵܐ ܝܠܹܗ ܡܵܪܝܵܐ ܐܲܠܵܗܵܐ ܠܛܘܼܪܹ̈ܐ ܘܠܪ̈ܘܼܡܝܵܬܹܐ: ܠܫܵܩܝܵܬܹ̈ܐ ܃ ܘܠܪ̈ܵܓ݂ܘܿܠܹܐ ܃ ܗܵܐ ܐܵܢܵܐ ܡܲܝܬ݇ܘܼܝܹܐ ܝ݇ܘܸܢ ܥܲܠܵܘܟ݂ܘܿܢ ܣܲܝܦܵܐ ܃ ܘܒܸܕ ܛܲܠܩܸܢ ܕܘܼܟܵܢܵܘܟ݂̈ܘܿܢ ܪ̈ܵܡܹܐ.
,"And your altars shall be desolate, and your images shall be broken: and I will cast down your slain men before your idols.",ܘܒܸܕ ܡܲܚܪܸܒܸܢ ܡܲܕܒܚܵܘܟ݂̈ܘܿܢ ܃ ܘܒܸܕ ܦܵܝܫܝܼ ܬܒ݂ܝܼܪܹ̈ܐ ܦܬܲܟ݂ܪ̈ܵܘܟ݂ܘܿܢ: ܘܒܸܕ ܡܲܢܦܸܠܸܢ ܩܛܝܼܠܵܘܟ݂̈ܘܿܢ ܠܩܲܕ݇ܡ ܨܲܠܡܵܘܟ݂̈ܘܿܢ.
,And I will lay the dead carcases of the children of Israel before their idols,ܘܒܸܕ ܕܵܪܹܝܢ ܫܠܲܕܹ̈ܐ ܕܲܒܢܲܝ̈ ܝܑܼܣܪܵܐܹܝܠ ܠܩܲܕ݇ܡ ܨܲܠܡܵܝ̈ ܘܒܸܕ ܒܲܕܪܸܢ ܓܲܪ̈ܡܵܘܟ݂ܘܿܢ ܠܚܵܕܸܪ̈ܘܵܢܹܐ ܕܡܲܕܒܚܵܘܟ݂̈ܘܲܢ.
,"In all your dwellingplaces the cities shall be laid waste, and the high places shall be desolate; that your altars may be laid waste and made desolate, and your idols may be broken and cease, and your images may be cut down, and your works may be abolished.",ܒܟܠܵܝ ܡܲܫܟܢܵܘܟ݂̈ܘܲܢ ܡܕܝܼܢܵܬܹ̈ܐ ܒܸܕ ܚܵܪܒ݂ܝܼ ܘܕܘܼܟܵܢܹ̈ܐ ܪ̈ܵܡܹܐ ܒܸܕ ܗܵܘܝܼ ܨܲܪ̈ܝܹܐ ܩܵܐ ܕܚܵܪܒ݂ܝܼ ܘܗܵܘܝܼ ܨܸܪ̈ܝܹܐ ܡܲܕܒܚܵܘܟ݂̈ܘܿܢ ܘܦܵܝܫܝܼ ܬܒ݂ܝܼܪܹ̈ܐ ܘܒܵܛܠܝܼ ܨܲܠܡܵܘܟ݂̈ܘܿܢ ܘܦܵܝܫܝܼ ܩܛܝܼܥܹ̈ܐ ܦܬܲܟ݂ܪ̈ܵܘܟ݂ܘܿܢ ܘܦܵܝܫܝܼ ܓܪ̈ܝܼܕܹܐ ܦܘܼܠܚܵܢܵܘܟ݂̈ܘܿܢ.
,"And the slain shall fall in the midst of you, and ye shall know that I am the LORD.",ܘܒܸܕ ܢܵܦܹܠ ܩܛܝܼܠܵܐ ܒܓܵܘܵܘܟ݂ܘܿܢ ܃ ܘܒܸܕ ܝܵܕܥܝܼܬܘܿܢ ܕܐܵܢܵܐ ܝܘܸܢ ܡܵܪܝܵܐ.
,"Yet will I leave a remnant, that ye may have some that shall escape the sword among the nations, when ye shall be scattered through the countries.",ܘܒܸܕ ܫܵܒ݂ܩܸܢ ܫܲܪܟܵܐ ܒܗ̇ܝ ܕܗܵܘܝܼ ܠܵܘܟ݂ܘܿܢ ܦܘܼܨܝܹ̈ܐ ܕܣܲܝܦܵܐ ܓܵܘ ܥܲܡܡܹ̈ܐ ܟܲܕ ܦܵܝܫܝܼܬܘܿܢ ܒܘܼܕܪܹ̈ܐ ܒܡܕܝܼܢܵܬܹ̈ܐ.
,"And they that escape of you shall remember me among the nations whither they shall be carried captives, because I am broken with their whorish heart, which hath departed from me, and with their eyes, which go a whoring after their idols: and they shall lothe themselves for the evils which they have committed in all their abominations.",ܘܒܸܕ ܕܵܟ݂ܪܝܼ. ܐܵܢܝܼ ܕܦܸܫܠܘܿܢ ܦܘܼܨܝܹ̈ܐ ܐܸܠܝܼ ܓܵܘ ܥܲܡܡܹ̈ܐ ܕܦܵܝܫܝܼ ܠܘܼܒ̈ܠܹܐ ܒܓܵܠܘܼܬܵܐ ܬܲܡܵܢ ܃ ܕܬܒ݂ܸܪܝܼ ܠܠܸܒܵܝ ܙܲܢܵܝܵܐ ܕܩܠܸܒܠܹܗ ܡ̣ܢ ܠܓܹܒܝܼ ܘܠܥܲܝܢܵܝ̈ ܙܲܢܵܝܹ̈ܐ ܒܵܬ݇ܪ ܨܲܠܡܵܝ̈ ܘܒܸܕ ܗܵܘܝܼ ܓܘܼܢܓܸܙܹ̈ܐ ܒܥܲܝܢܹ̈ܐ ܕܓܵܢܵܝ ܒܝܼܫܵܬܹ̈ܐ ܕܥܒ݂ܸܕܠܘܿܢ ܒܟܠܵܝ ܛܲܡܐܘܵܬܵܝ̈.
,"And they shall know that I am the LORD, and that I have not said in vain that I would do this evil unto them.",ܘܒܸܕ ܝܵܕܥܝܼ ܕܐܵܢܵܐ ܝܘܸܢ ܡܵܪܝܵܐ ܠܵܐ ܣܪܝܼܩܵܐܝܼܬ ܗܘܼܡܙܸܡܠܝܼ ܠܸܥܒ݂ܵܕܵܐ ܐܸܠܵܝ ܐܵܗܵܐ ܒܝܼܫܬܵܐ.
,"Thus saith the Lord GOD; Smite with thine hand, and stamp with thy foot, and say, Alas for all the evil abominations of the house of Israel! for they shall fall by the sword, by the famine, and by the pestilence.",ܗܵܕܟ݂ܵܐ ܒܹܐ݇ܡܵܪܵܐ ܝܠܹܗ ܡܵܪܵܐ ܕܡܵܪ̈ܵܘܵܬܹܐ ܃ ܡܚܝܼ ܒܟܲܦܘܼܟ݂ ܘܪܦܘܿܣ ܒܐܲܩܠ̈ܘܼܟ݂ ܘܐ݇ܡܘܿܪ ܃ ܘܵܝ ܒܘܼܬ ܟܠܵܝ ܛܲܡܐܘܵܬܹ̈ܐ ܒܝܼܫܹ̈ܐ ܕܒܹܝܬ ܝܑܼܣܪܵܐܹܝܠ ܕܒܣܲܝܦܵܐ ܃ ܘܒܟܸܦܢܵܐ ܘܒܡܵܘܬܵܢܵܐ ܃ ܒܸܕ ܢܵܦܠܝܼ.
,"Then shall ye know that I am the LORD, when their slain men shall be among their idols round about their altars, upon every high hill, in all the tops of the mountains, and under every green tree, and under every thick oak, the place where they did offer sweet savour to all their idols.",ܘܒܸܕ ܝܵܕܥܝܼܬܘܿܢ ܕܐܵܢܵܐ ܝܘܸܢ ܡܵܪܝܵܐ ܟܲܕ ܗܵܘܝܼ ܩܛܝܼܠܵܝ̈ ܒܓܵܘܵܐ ܕܨܲܠܡܵܝ̈ ܚܵܕܸܪ̈ܘܵܢܹܐ ܕܡܲܕܒܚܵܝ̈ ܥܲܠ ܟܠ ܪܘܼܡܬܵܐ ܪܵܡܬܵܐ ܒܟܠܵܝ ܪܹ̈ܫܵܢܹܐ ܕܛܘܼܪܹ̈ܐ ܘܬ݇ܚܘܿܬ ܟܠ ܐܝܼܠܵܢܵܐ ܩܝܼܢܵܐ ܘܬ݇ܚܘܿܬ ܟܠ ܒܸܛܡܬܵܐ ܥܵܡܘܿܪܵܐ ܕܘܼܟܬܵܐ ܕܥܒ݂ܸܕܠܘܿܢ ܬܲܡܵܢ ܪܹܝܚܵܐ ܒܲܣܝܼܡܵܐ ܠܟܠܵܝ ܨܲܠܡܵܝ̈.
,"So will I stretch out my hand upon them, and make the land desolate, yea, more desolate than the wilderness toward Diblath, in all their habitations: and they shall know that I am the LORD.",ܘܒܸܕ ܦܲܫܛܸܢ ܐܝܼܕܝܼ ܥܲܠܵܝ ܘܒܸܕ ܥܵܒ݂ܕܸܢ ܐܲܪܥܵܐ ܠܚܲܪܒܬܵܐ ܘܬܸܡܗܵܐ ܡ̣ܢ ܒܲܪܝܼܵܐ ܕܕܸܒ݂ܠܲܬ ܒܟܠܵܝ ܒܹܝܬ ܡܥܲܡܪ̈ܵܝ ܘܒܸܕ ܝܵܕܥܝܼ ܕܐܵܢܵܐ ܝ݇ܘܸܢ ܡܵܪܝܵܐ.
,"Moreover the word of the LORD came unto me, saying,",ܘܗܘܹܠܹܗ ܚܲܒܪܹܗ ܕܡܵܪܝܵܐ ܐܸܠܝܼ ܒܹܐ݇ܡܵܪܵܐ:
,"Also, thou son of man, thus saith the Lord GOD unto the land of Israel; An end, the end is come upon the four corners of the land.",ܘܐܲܢ݇ܬ ܒܲܪܢܵܫܵܐ ܗܵܕܟ݂ܵܐ ܒܹܐ݇ܡܵܪܵܐ ܝܠܹܗ ܡܵܪܝܵܐ ܐܲܠܵܗܵܐ ܃ ܠܐܲܪܥܵܐ ܕܝܼܣܪܵܐܹܝܠ ܚܲܪܬܵܐ ܐ݇ܬܹܠܵܗ̇: ܚܲܪܬܵܐ ܥܲܠ ܐܲܪ̈ܒܲܥܦܸܢܝܵܬܹܐ ܕܐܲܪܥܵܐ.
,"Now is the end come upon thee, and I will send mine anger upon thee, and will judge thee according to thy ways, and will recompense upon thee all thine abominations.",ܐܵܕܝܼܵܐ ܚܲܪܬܵܐ ܥܲܠܵܟ݂ܝ ܃ ܘܒܸܕ ܫܲܕܪܸܢ ܟܲܪܒܝܼ ܓܵܘܵܟ݂ܝ ܘܒܸܕ ܕܵܝܢܸܢܵܟ݂ܝ ܐܲܝܟ݂ ܐܘܼܪ̈ܚܵܬܵܟ݂ܝ ܃ ܘܒܸܕ ܝܵܗ݇ܒ݂ܸܢ ܥܲܠܵܟ݂ܝ ܟܠܵܝ ܛܲܡܐܘܵܬܵܟ݂̈ܝ.
,"And mine eye shall not spare thee, neither will I have pity: but I will recompense thy ways upon thee, and thine abominations shall be in the midst of thee: and ye shall know that I am the LORD.",ܘܠܹܐ ܡܚܵܒܢܵܐ ܥܲܝܢܝܼ ܥܲܠܵܟ݂ܝ ܘܠܹܐ ܪܵܚܡܸܢ ܃ ܒܗ̇ܝ ܕܐܘܼܪ̈ܚܵܬܵܟ݂ܝ ܥܲܠܵܟ݂ܝ ܒܸܕ ܝܵܗ݇ܒ݂ܸܢ ܘܛܲܡܐܘܵܬܵܟ݂̈ܝ ܒܓܵܘܵܟ݂ܝ ܒܸܕ ܗܵܘܝܼ ܘܒܸܕ ܝܵܕܥܝܼܬܘܿܢ ܕܐܵܢܵܐ ܝܘܸܢ ܡܵܪܝܵܐ.
,"Thus saith the Lord GOD; An evil, an only evil, behold, is come.",ܗܵܕܟ݂ܵܐ ܒܹܐ݇ܡܵܪܵܐ ܝܠܹܗ ܡܵܪܝܵܐ ܐܲܠܵܗܵܐ ܃ ܗܵܐ ܐ݇ܬܹܠܵܗ̇ ܒܝܼܫܬܵܐ ܚܠܵܦ ܒܝܼܫܬܵܐ.
,"An end is come, the end is come: it watcheth for thee; behold, it is come.",ܚܲܪܬܵܐ ܐ݇ܬܹܠܗ̇ ܘܪܥܸܫܠܵܗ̇ ܥܲܠܵܟ݂ܝ.
,"The morning is come unto thee, O thou that dwellest in the land: the time is come, the day of trouble is near, and not the sounding again of the mountains.",ܐ݇ܬܹܠܹܗ ܕܵܪܘܼܟ݂ ܥܵܡܪܵܢܵܐ ܕܐܲܪܥܵܐ ܃ ܡܛܹܠܹܗ ܙܲܒ݂ܢܵܐ ܃ ܘܩܘܼܪܒܵܐ ܝܠܹܗ ܝܵܘܡܵܐ ܕܚܒ݂ܵܛܵܐ.
,"Now will I shortly pour out my fury upon thee, and accomplish mine anger upon thee: and I will judge thee according to thy ways, and will recompense thee for all thine abominations.",ܐܵܕܝܼܵܐ ܡ̣ܢ ܩܘܼܪܒܵܐ ܒܸܕ ܫܲܦܟܸܢ ܚܸܡܬܝܼ ܥܲܠܵܟ݂ܝ ܘܒܸܕ ܬܲܡܸܡܸܢ ܟܲܪܒܝܼ ܒܝܼܵܟ݂ܝ ܘܒܸܕ ܕܵܝܢܸܢܵܟ݂ܝܼ ܐܲܝܟ݂ ܐܘܼܪ̈ܚܵܬܵܟ݂ܝ ܘܒܸܕ ܝܵܗ݇ܒ݂ܸܢ ܥܲܠܵܟ݂ܝ ܟܠܵܝ ܛܲܡܐܘܵܬܵܟ݂̈ܝ.
